index,group,energ_kcal,lipid_tot,carbohydrt,protein,name
259,3.0,348.0,90.0,0.0,0.0,SUCRALOSA (CANDEREL-SUCARÉ) C/DEXTROSA
260,3.0,392.0,92.0,0.0,0.0,SUCRALOSA (NUTRA LIGHT)
261,3.0,0.0,0.0,0.0,0.0,SUCRALOSA (SPLENDA ORIGINAL LÍQUIDO)
262,3.0,126.6,31.48,0.24,0.33,"TEJOCOTES EN DULCE, PREPARACION ESTANDARIZADA"
263,3.0,492.33,58.54,27.13,4.87,"TLAXCAL DULCE, PREPARACION ESTANDARIZADA"
264,4.0,567.0,54.54,36.54,5.46,"CHEETOS O SIMILARES, BOTANA SABOR QUESO"
265,4.0,513.71,63.61,34.0,6.85,"CHICHARRON DE HARINA (SABRITONES, TOTIS)"
266,4.0,192.93,8.24,15.56,7.97,"CHICHARRON DE HARINA PREPARADO CON CUERITOS Y VERDURA, PREPARACION ESTANDARIZADA"
267,4.0,139.14,18.47,6.15,2.67,"DORILOCOS (FRITURAS DE MAIZ CON VERDURA, CREMA, QUESO, CUERITOS, ETC), PREPARACION ESTANDARIZADA"
268,4.0,497.96,66.26,26.7,1.73,"FRITURA DE FRUTAS Y VERDURAS (PLATANOS, MANZANAS, ETC)"
269,4.0,502.71,55.69,27.06,6.69,"FRITURAS DE MAIZ PROMEDIO (FRITOS, DORITOS, ETC.)"
270,4.0,519.0,60.81,27.42,7.36,FRITURAS DE MAIZ SABOR NACHOS
271,4.0,445.0,71.6,15.2,8.7,FRITURAS DE MAIZ SABOR QUESO BAJO EN GRASA
272,4.0,387.0,77.78,4.54,12.94,PALOMITAS DE MAÍZ DE AIRE (SIN ACEITE)
273,4.0,472.25,54.74,24.99,8.48,PALOMITAS DE MAIZ PROMEDIO (INDUSTRIALIZADAS Y CASERAS)
274,4.0,476.61,59.76,24.46,4.35,PAPAS (STICKS TODAS MARCAS)
275,4.0,516.03,52.98,31.33,6.09,"PAPAS EN HOJUELAS (TODAS MARCAS: SABRITAS, BARCEL, ETC.)"
276,4.0,457.0,68.26,15.2,11.79,PITA CHIPS
277,4.0,384.0,80.39,2.93,10.04,PRETZELS
278,5.0,7.58,1.89,0.03,0.16,"AGUA / LICUADO DE FRUTAS SIN AZUCAR Y SIN LECHE, PREPARACION ESTANDARIZADA"
279,5.0,36.19,8.27,0.24,0.42,"AGUA DE AVENA, PREPARACION ESTANDARIZADA"
280,5.0,18.0,4.24,0.0,0.22,AGUA DE COCO INDUSTRIALIZADA
281,5.0,19.0,3.71,0.2,0.72,"AGUA DE COCO, NATURAL"
282,5.0,66.24,8.08,3.22,1.4,"AGUA DE FRESA CON CREMA, PREPARACION ESTANDARIZADA"
283,5.0,32.03,6.83,0.42,0.44,"AGUA DE FRUTAS (PROMEDIO), PREPARACION ESTANDARIZADA"
284,5.0,4.77,1.19,0.0,0.0,"AGUA DE FRUTAS, INDUSTRIALIZADA (FRUTSI, PAU PAU)"
285,5.0,10.42,2.07,0.16,0.18,"AGUA DE GUAYABA SIN AZUCAR, PREPARACION ESTANDARIZADA"
286,5.0,22.5,5.34,0.12,0.13,"AGUA DE GUAYABA, PREPARACION ESTANDARIZADA"
287,5.0,71.5,13.13,1.85,1.06,"AGUA DE HORCHATA, INDUSTRIALIZADA"
288,5.0,72.27,14.65,0.69,1.41,"AGUA DE HORCHATA, PREPARACION ESTANDARIZADA"
289,5.0,16.62,3.5,0.03,0.33,"AGUA DE JAMAICA SIN AZUCAR, PREPARACION ESTANDARIZADA"
290,5.0,25.21,6.14,0.01,0.16,"AGUA DE JAMAICA, PREPARACION ESTANDARIZADA"
291,5.0,10.6,3.72,0.07,0.25,"AGUA DE LIMON SIN AZUCAR, PREPARACION ESTANDARIZADA"
292,5.0,25.61,7.48,0.06,0.22,"AGUA DE LIMON, PREPARACION ESTANDARIZADA"
293,5.0,6.27,1.39,0.02,0.13,"AGUA DE MELON SIN AZUCAR, PREPARACION ESTANDARIZADA"
294,5.0,18.77,4.65,0.02,0.11,"AGUA DE MELON, PREPARACION ESTANDARIZADA"
295,5.0,27.51,5.67,0.25,0.63,"AGUA DE NARANJA SIN AZUCAR, PREPARACION ESTANDARIZADA"
296,5.0,35.81,7.9,0.24,0.6,"AGUA DE NARANJA, PREPARACION ESTANDARIZADA"
297,5.0,9.51,2.19,0.02,0.14,"AGUA DE PAPAYA SIN AZUCAR, PREPARACION ESTANDARIZADA"
298,5.0,21.97,5.45,0.02,0.11,"AGUA DE PAPAYA, PREPARACION ESTANDARIZADA"
299,5.0,7.35,1.93,0.02,0.08,"AGUA DE PINA SIN AZUCAR, PREPARACION ESTANDARIZADA"
300,5.0,20.2,5.24,0.01,0.06,"AGUA DE PINA, PREPARACION ESTANDARIZADA"
301,5.0,27.83,7.06,0.0,0.1,"AGUA DE SABOR PREPARADA CON POLVO Y AZUCAR, PREPARACION ESTANDARIZADA"
302,5.0,0.0,0.0,0.0,0.0,AGUA DEL GRIFO HERVIDA
303,5.0,0.0,0.0,0.0,0.0,AGUA DEL GRIFO SIN HERVIR
304,5.0,0.0,0.0,0.0,0.0,"AGUA DEL MANANTIAL, RIO, OJO DE AGUA HERVIDA"
305,5.0,0.0,0.0,0.0,0.0,"AGUA DEL MANANTIAL, RIO, OJO DE AGUA SIN HERVIR"
306,5.0,0.0,0.0,0.0,0.0,AGUA EMBOTELLADA O GARRAFON
307,5.0,0.0,0.0,0.0,0.0,AGUA MINERAL
308,5.0,0.0,0.0,0.0,0.0,AGUA PARA BEBE (GERBER)
309,5.0,4.0,0.9,0.0,0.04,"AGUA PREPARADA CON CLIGHT, PREPARACION ESTANDARIZADA"
310,5.0,40.0,10.0,0.0,0.0,AGUA QUINA
311,5.0,13.47,3.37,0.0,0.0,AGUA SABORIZADA LIGHT O BAJA EN AZUCAR (LEVITE)
312,5.0,0.0,0.0,0.0,0.0,AGUA SOLA
313,5.0,128.91,20.11,3.53,4.27,"ATOLE  DE  AVENA CON LECHE, PREPARACION ESTANDARIZADA"
314,5.0,36.53,8.8,0.15,0.36,"ATOLE  DE CIRUELA SIN LECHE, PREPARACION ESTANDARIZADA"
315,5.0,83.6,11.53,2.93,2.87,"ATOLE  DE VAINILLA CON LECHE, PREPARACION ESTANDARIZADA"
316,5.0,85.21,16.33,1.49,1.99,"ATOLE (CUALQUIER TIPO), PREPARACION ESTANDARIZADA"
317,5.0,83.99,16.06,1.53,1.96,ATOLE (PROMEDIO)
318,5.0,29.18,6.71,0.31,0.8,"ATOLE AGRIO SIN LECHE, PREPARACION ESTANDARIZADA"
319,5.0,57.01,13.18,0.31,0.37,"ATOLE CHAMPURRADO SIN LECHE, PREPARACION ESTANDARIZADA"
320,5.0,173.31,35.89,2.86,2.1,ATOLE DE AGUA DE PINOLE
321,5.0,100.41,16.51,3.19,2.15,ATOLE DE AJONJOLI (CON LECHE)
322,5.0,78.02,14.65,2.06,0.96,ATOLE DE AJONJOLI (SIN LECHE)
323,5.0,147.02,31.03,1.51,2.09,"ATOLE DE ARROZ CON LECHE, PREPARACION ESTANDARIZADA"
324,5.0,34.36,8.39,0.04,0.28,"ATOLE DE ARROZ SIN LECHE, PREPARACION ESTANDARIZADA"
325,5.0,20.11,3.5,0.37,0.65,"ATOLE DE AVENA CON AGUA SIN AZUCAR, PREPARACION ESTANDARIZADA"
326,5.0,65.48,14.87,0.43,0.76,"ATOLE DE AVENA SIN LECHE, PREPARACION ESTANDARIZADA"
327,5.0,104.96,18.54,3.0,2.01,ATOLE DE CACAHUATE (SIN LECHE)
328,5.0,121.21,28.36,0.47,0.94,"ATOLE DE CAMOTE SIN LECHE, PREPARACION ESTANDARIZADA"
329,5.0,28.89,7.28,0.0,0.02,"ATOLE DE CAPULIN SIN LECHE, PREPARACION ESTANDARIZADA"
330,5.0,129.6,21.75,3.34,3.38,"ATOLE DE CHOCOLATE CON LECHE, PREPARACION ESTANDARIZADA"
331,5.0,84.9,21.62,0.16,0.48,"ATOLE DE CIRUELA PASA SIN LECHE, PREPARACION ESTANDARIZADA"
332,5.0,124.1,11.75,7.66,3.01,"ATOLE DE COCO CON LECHE, PREPARACION ESTANDARIZADA"
333,5.0,86.11,14.47,2.31,3.0,"ATOLE DE ELOTE CON CHILE Y LECHE, PREPARACION ESTANDARIZADA"
334,5.0,116.06,18.5,3.28,3.75,"ATOLE DE ELOTE SIN LECHE, PREPARACION ESTANDARIZADA"
335,5.0,88.86,13.03,2.87,2.82,"ATOLE DE FRESA CON LECHE, PREPARACION ESTANDARIZADA"
336,5.0,92.52,20.56,0.22,2.27,"ATOLE DE FRIJOL SIN LECHE, PREPARACION ESTANDARIZADA"
337,5.0,78.11,16.52,0.58,1.97,"ATOLE DE GARBANZO SIN LECHE, PREPARACION ESTANDARIZADA"
338,5.0,56.89,8.98,1.61,1.59,"ATOLE DE GUAYABA CON LECHE, PREPARACION ESTANDARIZADA"
339,5.0,179.81,42.61,0.7,1.83,"ATOLE DE JOBO (ATOLE BLANCO) SIN LECHE, PREPARACION ESTANDARIZADA"
340,5.0,89.14,13.88,2.71,2.68,"ATOLE DE LIMON CON LECHE, PREPARACION ESTANDARIZADA"
341,5.0,146.69,26.34,3.1,3.8,"ATOLE DE MAIZ CON LECHE, PREPARACION ESTANDARIZADA"
342,5.0,76.4,15.77,0.94,1.77,"ATOLE DE MAIZ SIN LECHE, PREPARACION ESTANDARIZADA"
343,5.0,80.29,11.78,2.6,2.55,"ATOLE DE MAIZENA CON LECHE, PREPARACION ESTANDARIZADA"
344,5.0,31.36,7.94,0.0,0.0,"ATOLE DE MAIZENA SIN LECHE, PREPARACION ESTANDARIZADA"
345,5.0,108.97,18.44,2.83,2.99,ATOLE DE MASA CON LECHE
346,5.0,21.07,5.26,0.04,0.08,ATOLE DE MASA SIN LECHE
347,5.0,81.39,19.58,0.19,0.34,"ATOLE DE MASA SIN LECHE, PREPARACION ESTANDARIZADA"
348,5.0,43.59,9.72,0.41,0.5,"ATOLE DE PINA CON LECHE, PREPARACION ESTANDARIZADA"
349,5.0,90.59,18.87,1.34,0.79,"ATOLE DULCE CON CHILE SIN LECHE, PREPARACION ESTANDARIZADA"
350,5.0,71.0,12.6,1.38,1.98,BEBIDA DE CAFE  INDUSTRIALIZADA
351,5.0,85.43,16.13,2.02,0.74,"BEBIDA DE CHOCOLATE CON AGUA (SIN MASA, NI MAICENA), PREPARACION ESTANDARIZADA"
352,5.0,27.97,5.44,0.41,0.61,"BEBIDA DE SOYA ENDULZADA (TIPO ADES), INDUSTRIALIZADA"
353,5.0,45.68,11.42,0.0,0.0,"BEBIDA EMBOTELLADA SABOR NARANJA Y TORONJA (NO JUGO), SIN GAS"
354,5.0,37.42,9.36,0.0,0.0,"BEBIDA EMBOTELLADA SABOR UVA (NO JUGO), SIN GAS"
355,5.0,43.1,10.65,0.02,0.07,"BEBIDA ENERGETICA (TIPO RED BULL, BOOST, MONSTER)"
356,5.0,22.5,5.62,0.0,0.0,"BEBIDA REHIDRATANTE (GATORADE, POWERADE)"
357,5.0,40.4,10.4,0.0,0.02,BEBIDAS O AGUAS DE SABOR CON AZUCAR ADICIONADA (INDUSTRIALIZADAS)
358,5.0,0.0,0.0,0.0,0.0,BEBIDAS O AGUAS DE SABOR SIN AZUCAR ADICIONADA
359,5.0,49.26,8.06,1.4,1.52,"CAFE CAPUCCINO, PREPARACION ESTANDARIZADA"
360,5.0,22.5,5.23,0.01,0.35,CAFE CON AZUCAR
361,5.0,394.45,68.5,9.05,9.75,"CAFE CON AZUCAR, EN POLVO"
362,5.0,50.8,8.28,1.39,1.48,"CAFE CON LECHE CON AZUCAR, PREPARACION ESTANDARIZADA"
363,5.0,33.33,3.19,1.55,1.65,"CAFE CON LECHE SIN AZUCAR, PREPARACION ESTANDARIZADA"
364,5.0,0.0,0.0,0.0,0.1,"CAFE DE GRANO DESCAFEINADO, PREPARADO CON AGUA"
365,5.0,226.0,63.4,14.8,12.6,CAFE DE GRANO EN POLVO
366,5.0,2.0,0.34,0.0,0.1,"CAFE DILUIDO SIN AZUCAR, INDUSTRIALIZADO"
367,5.0,7.2,1.54,0.01,0.25,"CAFE DILUIDO SIN AZUCAR, PREPARACION ESTANDARIZADA"
368,5.0,295.15,64.53,2.15,12.91,"CAFE ENRIQUECIDO, EN POLVO"
369,5.0,286.22,61.14,0.41,9.89,"CAFE EXPRESSO, PREPARACION ESTANDARIZADA"
370,5.0,67.0,13.4,0.93,1.53,"CAFE FRAPPE (MOKA, CAPUCCINO, C/ CHANTILLI, ETC.), PREPARACION ESTANDARIZADA"
371,5.0,2.0,0.43,0.0,0.12,"CAFE INSTANTANEO DESCAFEINADO, PREPARADO CON AGUA"
372,5.0,353.0,75.4,0.5,12.2,"CAFE INSTANTANEO, EN POLVO (TIPO NESCAFE CLASICO)"
373,5.0,10.69,2.63,0.0,0.1,"CAFE O TE CON AZUCAR, PREPARACION ESTANDARIZADA"
374,5.0,15.0,3.67,0.01,0.12,CAFE PROMEDIO (CON AZUCAR Y SIN AZUCAR)
375,5.0,41.0,10.6,0.0,0.0,CERVEZA DE RAIZ (SIN ALCOHOL)
376,5.0,94.13,11.05,2.78,2.73,"ESQUIMO CASERO (TODOS SABORES), PREPARACION ESTANDARIZADA"
377,5.0,55.67,5.67,3.0,1.92,"FORMULA LACTEA ENTERA (TIPO NUTRILECHE), FLUIDA"
378,5.0,100.0,13.38,4.58,2.5,"FRAPE DE FRUTAS CON LECHE, HELADO O YOGURT (SMOOTHIE), INDUSTRIALIZADO"
379,5.0,45.44,9.39,0.55,0.94,"FRAPPE DE FRUTAS, SIN LECHE (TODOS SABORES), INDUSTRIALIZADO"
380,5.0,61.43,10.2,1.92,1.1,"FRAPUCCINO (PROMEDIO), PREPARACI�N ESTANDARIZADA"
381,5.0,60.43,11.15,1.39,1.1,"FRAPUCCINO C/CHOCOLATE LECHE LIGHT, PREPARACION ESTANDARIZADA"
382,5.0,68.24,11.22,2.18,1.19,"FRAPUCCINO C/CHOCOLATE REGULAR, PREPARACION ESTANDARIZADA"
383,5.0,54.15,9.17,1.62,1.01,"FRAPUCCINO DE CAF� C/LECHE LIGHT, PREPARACION ESTANDARIZADA"
384,5.0,62.89,9.25,2.5,1.11,"FRAPUCCINO DE CAF� REGULAR, PREPARACION ESTANDARIZADA"
385,5.0,0.0,0.0,0.0,0.0,HIELO EN CUBOS
386,5.0,289.1,58.22,2.96,1.51,JARABES DE SABORES (CONCENTRADOS PARA AGUA DE SABOR)
387,5.0,59.4,14.28,0.18,0.25,"JUGO DE ARANDANO, INDUSTRIALIZADO"
388,5.0,6.35,1.39,0.01,0.12,"JUGO DE ARROZ, PREPARACION ESTANDARIZADA"
389,5.0,36.13,9.05,0.05,0.77,"Jugo betabel con azúcar, natural"
390,5.0,20.87,5.1,0.05,0.8,"JUGO DE BETABEL, NATURAL"
391,5.0,84.0,20.5,0.1,0.3,"JUGO DE CAÑA DE AZUCAR, NATURAL"
392,5.0,60.42,15.24,0.0,0.13,"JUGO DE CIRUELA PASA, INDUSTRIALIZADO"
393,5.0,35.24,8.85,0.0,0.14,"JUGO DE FRUTA CON VERDURA, INDUSTRIALIZADO (TIPO CHISPAZO)"
394,5.0,46.0,11.15,0.01,0.3,"JUGO DE FRUTA CON VERDURA, NATURAL"
395,5.0,60.21,14.85,0.01,0.29,"Jugo de frutas con verduras con azúcar, natural"
396,5.0,50.91,12.64,0.11,0.13,"JUGO DE FRUTAS, INDUSTRIALIZADO (TIPO BOING, DEL VALLE, SONRISA Y JUMEX)"
397,5.0,22.0,6.9,0.24,0.35,"JUGO DE LIMON, NATURAL"
398,5.0,38.23,9.57,0.0,0.01,"JUGO DE MANZANA, INDUSTRIALIZADO"
399,5.0,52.54,14.71,0.53,0.29,"Jugo de naranja con azúcar, natural"
400,5.0,47.17,11.45,0.03,0.29,"JUGO DE NARANJA, INDUSTRIALIZADO"
401,5.0,38.0,11.0,0.55,0.3,"JUGO DE NARANJA, NATURAL"
402,5.0,17.94,4.03,0.2,0.53,"JUGO DE NONI, NATURAL"
403,5.0,43.97,11.09,0.0,0.0,"JUGO DE PIÑA, INDUSTRIALIZADO"
404,5.0,53.0,12.87,0.12,0.36,"JUGO DE PIÑA, NATURAL"
405,5.0,21.2,4.68,0.09,0.44,"JUGO DE TOMATE CON ALMEJA (CLAMATO), INDUSTRIALIZADO"
406,5.0,20.55,4.73,0.0,0.4,"JUGO DE TOMATE, INDUSTRIALIZADO"
407,5.0,53.5,12.98,0.1,0.48,"Jugo de toronja con azúcar, natural"
408,5.0,52.15,12.4,0.08,0.45,"JUGO DE TORONJA, INDUSTRIALIZADO"
409,5.0,39.0,9.2,0.1,0.5,"JUGO DE TORONJA, NATURAL"
410,5.0,54.42,13.39,0.0,0.07,"JUGO DE UVA, INDUSTRIALIZADO"
411,5.0,14.68,3.25,0.0,0.42,"JUGO DE VERDURAS, INDUSTRIALIZADO"
412,5.0,44.88,11.55,0.11,0.67,"Jugo de zanahoria con azúcar, natural"
413,5.0,30.0,7.7,0.11,0.7,"JUGO DE ZANAHORIA, NATURAL"
414,5.0,42.5,9.84,0.17,0.82,JUGOS NATURALES SIN AZUCAR ADICIONADA NARANJA/ZANAHORIA (PROMEDIO)
415,5.0,43.86,10.97,0.02,0.08,JUGOS O AGUAS DE FRUTAS CON AZUCAR ADICIONADA (PROMEDIO)
416,5.0,68.42,12.51,1.32,1.62,"LICUADO (TODOS SABORES), INDUSTRIALIZADO"
417,5.0,110.93,15.19,3.74,3.69,"LICUADO DE CEREALES (AVENA, GRANOLA), PREPARACION ESTANDARIZADA"
418,5.0,70.77,9.73,2.54,2.56,"LICUADO DE FRESA, PREPARACION ESTANDARIZADA"
419,5.0,78.08,13.35,2.11,2.33,"LICUADO DE FRUTAS, PREPARACION ESTANDARIZADA"
420,5.0,71.96,10.49,2.36,2.32,"LICUADO DE MAMEY, PREPARACION ESTANDARIZADA"
421,5.0,69.64,12.45,1.74,1.92,"LICUADO DE MANGO, PREPARACION ESTANDARIZADA"
422,5.0,71.43,11.76,1.91,1.91,"LICUADO DE MANZANA, PREPARACION ESTANDARIZADA"
423,5.0,74.78,9.85,2.77,2.76,"LICUADO DE MELON, PREPARACION ESTANDARIZADA"
424,5.0,123.36,10.69,7.97,3.26,"LICUADO DE NUEZ Y COCO, PREPARACION ESTANDARIZADA"
425,5.0,69.16,9.95,2.27,2.35,"LICUADO DE PAPAYA, PREPARACION ESTANDARIZADA"
426,5.0,78.08,13.35,2.11,2.33,"LICUADO DE PLATANO, PREPARACION ESTANDARIZADA"
427,5.0,96.0,21.58,0.39,3.68,"LICUADO LIGHT (TODOS SABORES), INDUSTRIALIZADO"
428,5.0,80.25,10.59,3.24,2.87,LICUADO PROMEDIO
429,5.0,66.76,10.24,1.6,2.85,"MALTEADA DE VAINILLA, INDUSTRIALIZADA"
430,5.0,133.9,12.55,6.25,3.01,"MALTEADA, PREPARACION ESTANDARIZADA"
431,5.0,35.15,9.32,0.03,0.12,"NARANJADA/LIMONADA, PREPARACION ESTANDARIZADA"
432,5.0,56.0,14.27,0.16,0.13,"NECTAR DE FRUTAS, INDUSTRIALIZADO"
433,5.0,386.0,98.94,0.0,0.0,POLVO PARA BEBIDA CON AZUCAR (TIPO TANG)
434,5.0,82.99,19.88,0.0,0.0,POLVO PARA BEBIDA CON EDULCORANTE (TIPO CLIGHT)
435,5.0,248.24,60.22,0.0,3.2,POLVO PARA BEBIDA SIN ENDULZANTE (TIPO CLIGHT)
436,5.0,406.58,85.08,7.25,1.1,POLVO PARA CAF� CAPUCHINO Y MOKA (CON AZ�CAR)
437,5.0,222.61,68.4,0.15,0.41,"POLVO PARA PREPARAR BEBIDA, PROMEDIO (CON AZUCAR, SIN AZUCAR Y CON EDULCORANTE)"
438,5.0,368.0,91.52,0.0,0.32,"POLVO PARA TE, (TIPO NESTEA, SIN AZUCAR)"
439,5.0,47.0,11.94,0.0,0.0,"PONCHE DE FRUTAS, INDUSTRIALIZADO"
440,5.0,46.49,11.63,0.09,0.22,"PONCHE DE FRUTAS, PREPARACION ESTANDARIZADA"
441,5.0,96.1,14.31,3.79,1.49,"POZOL (BEBIDA), PREPARACION ESTANDARIZADA"
442,5.0,44.1,11.19,0.0,0.0,"REFRESCO DE COLA (COCA-COLA, PEPSI, BIGCOLA)"
443,5.0,44.4,11.1,0.0,0.0,"REFRESCO DE MANZANA, INDUSTRIALIZADO"
444,5.0,43.49,10.85,0.0,0.06,"REFRESCO DE SABOR (NARANJA, TORONJA, ETC.)"
445,5.0,37.92,9.48,0.0,0.0,REFRESCO DE SABOR LIMON Y LIMA
446,5.0,0.95,0.25,0.0,0.0,"REFRESCO LIGHT (TODOS LOS SABORES, EXCEPTO COLA)"
447,5.0,48.0,12.3,0.0,0.0,REFRESCO NARANJA
448,5.0,41.0,10.42,0.0,0.09,REFRESCO SABOR LIMA-LIMON
449,5.0,43.0,11.2,0.0,0.0,REFRESCO SABOR UVA
450,5.0,7.58,1.9,0.0,0.0,"REFRESCO, DE COLA LIGHT O DE DIETA"
451,5.0,37.85,9.44,0.0,0.0,"REFRESCO, GINGER ALE"
452,5.0,5.29,1.32,0.0,0.0,"SUERO, PREPARACION ESTANDARIZADA"
453,5.0,0.01,0.0,0.0,0.0,"TE (INFUSION SIN AZUCAR), PREPARACION ESTANDARIZADA"
454,5.0,1.0,0.2,0.0,0.0,TE (PROMEDIO)
455,5.0,45.95,11.34,0.0,0.0,"TE ARIZONA (TODOS SABORES) FLUIDO, INDUSTRIALIZADO"
456,5.0,1.0,0.2,0.0,0.0,"TE DE MANZANILLA, INFUSION"
457,5.0,31.51,7.91,0.0,0.0,"TE HELADO INDUSTRIALIZADO (TIPO NESTEA, LIPTON)"
458,5.0,1.0,0.3,0.0,0.0,"TE NEGRO DESCAFEINADO, INFUSION"
459,5.0,1.0,0.3,0.0,0.0,"TE NEGRO, INFUSION"
460,5.0,176.0,44.0,0.0,0.0,TE O CAFE PARA ADELGAZAR
461,5.0,16.48,4.2,0.0,0.0,"TE O INFUSION CON AZUCAR U OTRO ENDULZANTE (MIEL, PILONCILLO, ETC, PROMEDIO)"
462,5.0,1.0,0.2,0.0,0.0,"TE OTROS SABORES EXCEPTO MANZANILLA, INFUSION"
463,5.0,211.0,0.0,0.0,0.0,AGUARDIENTE
464,5.0,295.0,0.0,0.0,0.0,AGUARDIENTE (50% ALCOHOL)
465,5.0,143.31,21.59,2.76,2.68,"BEBIDA ALCOHOLICA CON LECHE, (PINA COLADA, ALFONSO XIII), PREPARACION ESTANDARIZADA"
466,5.0,69.49,10.28,0.04,0.16,"BEBIDA ALCOHOLICA SIN LECHE (MOJITO, PALOMA, ETC), PREPARACION ESTANDARIZADA"
467,5.0,43.0,3.55,0.0,0.46,CERVEZA (ALCOHOL 4.5%)
468,5.0,29.0,1.64,0.0,0.24,CERVEZA LIGHT (ALCOHOL 4.0%)
469,5.0,40.78,4.75,0.03,0.53,"CERVEZA MICHELADA, PREPARACION ESTANDARIZADA"
470,5.0,186.0,6.94,0.06,0.06,"DAIQUIRI , BEBIDA ALCOHOLICA"
471,5.0,315.0,0.0,0.0,0.0,GINEBRA (45% ALCOHOL)
472,5.0,336.0,46.8,0.3,0.1,LICOR DE CAFE (26.5% ALCOHOL)
473,5.0,174.0,22.66,1.88,0.42,"PIÑA COLADA, BEBIDA ALCOHOLICA"
474,5.0,47.0,6.1,0.0,0.4,PULQUE
475,5.0,140.89,12.51,3.42,2.82,"ROMPOPE CASERO, PREPARACION ESTANDARIZADA"
476,5.0,88.0,8.05,4.19,4.55,"ROMPOPE, INDUSTRIALIZADO"
477,5.0,231.0,0.0,0.0,0.0,RON (40% ALCOHOL)
478,5.0,46.0,11.3,0.13,0.1,SIDRA (ROSADA O BLANCA)
479,5.0,102.42,24.32,0.37,0.7,"TEJUINO (BEBIDA DE MAIZ FERMENTADA), PREPARACION ESTANDARIZADA"
480,5.0,86.54,21.65,0.0,0.0,"TEPACHE (FERMENTADO DE PINA), PREPARACION ESTANDARIZADA"
481,5.0,231.0,0.0,0.0,0.0,TEQUILA
482,5.0,82.5,3.2,0.0,0.22,VINO BLANCO O ROSADO
483,5.0,85.0,2.61,0.0,0.07,VINO TINTO
484,5.0,231.0,0.0,0.0,0.0,VODKA (40% ALCOHOL)
485,5.0,250.0,0.1,0.0,0.0,WHISKY (43% ALCOHOL)
486,6.0,115.0,0.0,1.96,22.86,AVESTRUZ (PROMEDIO)
487,6.0,111.0,0.0,5.6,14.2,"CARNERO, CABEZA COCIDA"
488,6.0,287.0,0.0,25.0,15.6,"CARNERO, CARNE GRASOSA"
489,6.0,141.0,2.9,5.0,21.0,"CARNERO, HIGADO"
490,6.0,160.0,0.0,8.61,20.65,"CARNERO, MAGRA CON HUESO"
491,6.0,154.0,0.0,8.3,19.72,"CARNERO, MAGRA SIN HUESO"
492,6.0,103.0,0.0,2.1,21.0,"CARNERO, PATAS COCIDAS"
493,6.0,243.0,0.0,18.89,17.06,"CARNERO, SEMIGRASOSA"
494,6.0,211.0,0.0,10.5,27.69,"CERDO, CARNE COCIDA"
495,6.0,214.0,0.0,17.8,13.9,"CERDO, CARNE EN CANAL"
496,6.0,130.0,1.0,5.2,19.8,"CERDO, CARNE MAGRA (SIN GRASA NI HUESO)"
497,6.0,263.0,0.0,21.19,16.88,"CERDO, CARNE MOLIDA"
498,6.0,180.0,0.0,12.6,16.7,"CERDO, CARNE PROMEDIO"
499,6.0,346.0,0.8,21.0,38.4,"CERDO, CECINA"
500,6.0,170.0,0.0,9.03,20.71,"CERDO, CHULETA AHUMADA"
501,6.0,286.0,0.0,23.6,18.5,"CERDO, COSTILLA SEMIGRASOSA"
502,6.0,217.0,0.0,14.01,25.03,"CERDO, CUERITOS"
503,6.0,174.0,1.29,11.51,16.2,"CERDO, ESPALDILLA"
504,6.0,129.0,2.5,3.7,21.4,"CERDO, HIGADO"
505,6.0,258.0,0.0,18.8,22.1,"CERDO, PATAS FRESCAS"
506,6.0,81.0,0.0,2.7,14.1,"CERDO, PULMON"
507,6.0,100.0,0.0,3.25,16.46,"CERDO, RIÑONES"
508,6.0,204.0,1.0,13.9,18.8,"CERDO, SEMIGRASOSA"
509,6.0,582.0,0.0,39.27,57.1,CHICHARRON DE CERDO (CON GRASA)
510,6.0,106.0,0.0,0.9,24.4,IGUANA (PROMEDIO)
511,6.0,129.0,0.0,5.3,20.4,"RES, AGUAYON"
512,6.0,153.0,0.0,7.9,20.4,"RES, AGUJAS"
513,6.0,235.0,0.0,13.44,27.06,"RES, CARNE COCIDA"
514,6.0,293.0,0.0,25.4,16.0,"RES, CARNE GRASOSA CON HUESO"
515,6.0,293.0,0.0,25.4,16.0,"RES, CARNE GRASOSA SIN HUESO"
516,6.0,140.0,0.0,6.3,20.9,"RES, CARNE MAGRA (SIN GRASA NI HUESO)"
517,6.0,173.0,0.0,10.0,20.7,"RES, CARNE MOLIDA ESPECIAL"
518,6.0,262.0,0.0,21.2,17.9,"RES, CARNE MOLIDA REGULAR"
519,6.0,388.0,0.0,36.23,14.4,"RES, CARNE MUY GRASOSA (CARNE CON MUCHO TEJIDO GRASOSO)"
520,6.0,390.0,0.5,14.5,64.8,"RES, CARNE SECA"
521,6.0,251.0,0.0,19.8,18.3,"RES, CARNE SEMIGRASOSA (TIPO BISTEC)"
522,6.0,273.0,0.0,14.9,34.7,"RES, CECINA OREADA"
523,6.0,125.0,0.0,4.8,20.4,"RES, CHAMBARETE"
524,6.0,105.0,2.6,3.8,17.0,"RES, CORAZON"
525,6.0,95.0,0.0,3.0,17.0,"RES, CUETE"
526,6.0,94.0,0.0,4.0,14.6,"RES, ESTOMAGO E INTESTINOS CRUDOS"
527,6.0,105.0,0.0,1.7,22.4,"RES, FALDA"
