index,group,energ_kcal,lipid_tot,carbohydrt,protein,name
528,6.0,119.0,0.0,2.5,24.0,"RES, FILETE"
529,6.0,136.0,5.2,3.9,20.0,"RES, HIGADO"
530,6.0,219.0,3.7,16.1,14.9,"RES, LENGUA"
531,6.0,79.0,1.1,2.9,12.1,"RES, PATAS"
532,6.0,149.0,0.0,7.3,20.7,"RES, PESCUEZO"
533,6.0,103.0,2.2,3.1,16.6,"RES, RIÑONES"
534,6.0,146.0,0.0,11.9,9.8,"RES, SESOS"
535,6.0,215.0,0.0,19.0,11.0,"RES, TRIPAS"
536,6.0,230.0,0.0,18.7,15.4,"RES, UBRE"
537,6.0,130.08,1.09,7.99,13.59,"RES, VISCERAS PROMEDIO (SESOS, ESTOMAGO E INTESTINO, HIGADO, TRIPAS, CORAZON, PESCUEZO. PONDERADO ENSANUT 2016)"
538,6.0,151.0,0.0,8.0,19.7,"TERNERA, CARNE EN CANAL"
539,6.0,138.0,0.0,2.2,29.5,"VENADO, CARNE ASADA"
540,6.0,120.0,0.0,4.0,21.0,"VENADO, CARNE MAGRA CRUDA"
541,7.0,165.0,0.0,5.4,29.0,ARMADILLO (PROMEDIO)
542,7.0,192.0,0.0,12.05,19.63,CODORNIZ (PROMEDIO)
543,7.0,154.0,0.0,8.0,20.4,CONEJO DE CRIANZA (PROMEDIO)
544,7.0,171.0,0.0,10.9,18.1,GALLINA (PROMEDIO)
545,7.0,366.0,0.0,33.6,15.9,GANSO DE CRIANZA (PROMEDIO)
546,7.0,135.0,0.0,5.0,21.0,LIEBRE (PROMEDIO)
547,7.0,252.0,0.0,19.8,18.5,PALOMA (PROMEDIO)
548,7.0,332.0,0.0,28.4,19.1,PATO (DE CRIANZA)
549,7.0,154.0,0.0,8.0,20.4,PAVO O GUAJOLOTE (PROMEDIO)
550,7.0,197.0,0.0,12.32,20.22,"PAVO, ALA"
551,7.0,157.0,0.0,7.02,21.89,"PAVO, PECHUGA CON PIEL"
552,7.0,166.0,0.15,8.97,19.81,"PAVO, PIERNA O MUSLO CON PIEL"
553,7.0,349.0,0.0,32.35,13.33,PIEL DE POLLO
554,7.0,210.0,0.0,15.1,18.6,"POLLO, PROMEDIO"
555,7.0,223.0,0.0,13.39,23.97,"POLLO, ASADO O FRITO CON PIEL"
556,7.0,111.0,0.0,2.7,20.33,"POLLO, ASADO O FRITO SIN PIEL"
557,7.0,285.0,0.0,18.87,26.88,"POLLO, COCIDO (CON PIEL)"
558,7.0,237.0,0.0,11.89,30.42,"POLLO, COCIDO (SIN PIEL)"
559,7.0,300.0,0.0,20.97,25.95,"POLLO, ROSTIZADO (PROMEDIO)"
560,7.0,254.0,0.0,16.87,23.79,"POLLO, ROSTIZADO (ALA)"
561,7.0,197.0,0.0,7.78,29.8,"POLLO, ROSTIZADO (PECHUGA)"
562,7.0,184.0,0.0,8.99,24.03,"POLLO, ROSTIZADO (PIERNA O MUSLO)"
563,7.0,191.0,0.0,12.85,17.52,"POLLO, ALA"
564,7.0,215.0,0.0,15.06,18.6,"POLLO, CADERA"
565,7.0,153.0,0.71,9.33,15.55,"POLLO, CORAZÓN"
566,7.0,120.0,3.4,3.9,18.0,"POLLO, HIGADO"
567,7.0,319.0,0.0,28.74,14.05,"POLLO, HUACAL"
568,7.0,94.0,0.0,2.06,17.66,"POLLO, MOLLEJAS"
569,7.0,214.0,0.17,15.95,16.37,"POLLO, PATA"
570,7.0,181.0,0.0,11.1,20.2,"POLLO, PECHUGA CON PIEL"
571,7.0,120.0,0.0,2.62,22.5,"POLLO, PECHUGA EN BISTEC (SIN HUESO Y SIN PIEL)"
572,7.0,120.0,0.0,2.62,22.5,"POLLO, PECHUGA SIN PIEL"
573,7.0,297.0,0.0,26.24,14.07,"POLLO, PESCUEZO"
574,7.0,237.0,0.0,18.34,16.69,"POLLO, PIERNA O MUSLO CON PIEL"
575,7.0,113.0,0.0,3.61,18.74,"POLLO, PIERNA O MUSLO SIN PIEL"
576,7.0,106.5,0.37,3.44,17.29,"POLLO, PROMEDIO DE HIGADO Y MOLLEJA"
577,8.0,105.0,6.01,0.76,17.1,ABULON
578,8.0,68.0,1.3,0.7,14.0,ALMEJAS SIN CONCHA
579,8.0,131.0,0.0,4.84,20.35,ANCHOAS
580,8.0,184.0,0.0,11.66,18.44,ANGUILA
581,8.0,200.0,0.0,10.04,25.54,ATUN AHUMADO
582,8.0,99.97,0.68,1.27,29.37,ATUN DRENADO EN AGUA (INDUSTRIALIZADO)
583,8.0,127.54,0.0,6.07,15.69,ATUN DRENADO PROMEDIO (INDUSTRIALIZADO)
584,8.0,161.8,0.0,4.0,9.96,"ATUN EN ACEITE, DRENADO"
585,8.0,92.0,0.0,0.36,22.12,ATUN EN AGUA (LIGHT) INDUSTRIALIZADO
586,8.0,144.0,0.0,4.9,23.33,ATUN FRESCO
587,8.0,185.51,0.14,9.68,24.0,ATUN Y SARDINA (PROMEDIO)
588,8.0,190.0,0.3,10.3,24.0,BOQUERON FRITO
589,8.0,82.0,1.5,1.1,16.4,CALAMAR FRESCO
590,8.0,80.0,2.1,1.8,13.9,CALLO DE HACHA
591,8.0,113.0,2.5,1.46,23.2,CAMARON COCIDO
592,8.0,90.0,1.5,1.5,18.1,CAMARON CRUDO
593,8.0,372.0,5.0,2.2,83.0,CAMARON SECO SALADO
594,8.0,93.0,0.5,1.9,17.3,CANGREJO
595,8.0,87.0,0.04,1.08,18.06,CANGREJO DE RIO
596,8.0,124.0,1.5,3.8,20.9,HUEVA DE PESCADO (PROMEDIO)
597,8.0,83.0,0.0,1.3,17.3,JAIBA COCIDA
598,8.0,97.0,1.1,1.08,17.4,JAIBA CRUDA
599,8.0,92.0,0.5,0.9,16.2,LANGOSTA CRUDA
600,8.0,68.0,0.0,1.12,14.6,LANGOSTINO CRUDO
601,8.0,136.75,1.61,2.76,25.07,MARISCOS PRECOCIDOS (COMBINACION VARIOS TIPOS)
602,8.0,86.0,3.69,2.24,11.9,MEJILLONES FRESCOS
603,8.0,180.9,6.83,8.72,17.01,"MEJILLONES Y OSTIONES, INDUSTRIALIZADOS"
604,8.0,277.0,21.66,16.23,11.01,NUGGETS DE PESCADO PARA PREPARAR
605,8.0,78.0,4.9,0.56,9.4,OSTIONES SIN CONCHA
606,8.0,68.0,3.91,2.47,7.06,OSTRAS ENLATADAS
607,8.0,51.0,2.72,1.71,5.71,OSTRAS FRESCAS
608,8.0,129.2,0.24,4.02,22.36,"PESCADO FRESCO, PROMEDIO"
609,8.0,112.64,0.06,3.65,19.03,"PESCADO FRESCO, PROMEDIO"
610,8.0,119.0,0.0,5.94,15.23,"PESCADO FRESCO, BASSA"
611,8.0,205.0,0.0,13.89,18.6,"PESCADO FRESCO, CABALLA"
612,8.0,96.0,0.0,1.7,20.08,"PESCADO FRESCO, TILAPIA"
613,8.0,103.0,0.0,1.93,15.91,"PESCADO FRESCO, BAGRE"
614,8.0,162.0,0.0,1.32,23.3,"PESCADO FRESCO, BONITO"
615,8.0,114.0,0.0,2.16,17.7,"PESCADO FRESCO, BOQUERON CRUDO"
616,8.0,147.0,0.0,0.22,33.2,"PESCADO FRESCO, BOQUILLA"
617,8.0,81.0,0.0,0.1,20.1,"PESCADO FRESCO, CABRILLA"
618,8.0,122.0,0.0,1.02,19.6,"PESCADO FRESCO, CARPA"
619,8.0,106.0,0.0,0.17,21.15,"PESCADO FRESCO, CAZON"
620,8.0,282.0,3.4,6.9,51.6,"PESCADO FRESCO, CHARALES"
621,8.0,90.0,0.0,2.98,15.1,"PESCADO FRESCO, CHERNA"
622,8.0,97.46,0.0,0.78,19.62,"PESCADO FRESCO, FILETE (TODOS LOS TIPOS)"
623,8.0,91.0,0.0,0.63,19.2,"PESCADO FRESCO, GUACHINANGO"
624,8.0,87.0,0.0,1.75,17.83,"PESCADO FRESCO, GURRUBATA"
625,8.0,83.0,0.0,0.2,20.3,"PESCADO FRESCO, ISABELITA"
626,8.0,145.0,0.0,1.36,19.9,"PESCADO FRESCO, JOROBADO"
627,8.0,76.0,0.0,1.0,16.7,"PESCADO FRESCO, LENGUADO"
628,8.0,112.0,0.0,9.36,19.6,"PESCADO FRESCO, LISA"
629,8.0,87.0,0.0,2.98,15.1,"PESCADO FRESCO, MERO"
630,8.0,91.0,0.0,2.7,16.8,"PESCADO FRESCO, MOJARRA"
631,8.0,194.0,0.0,4.0,15.0,"PESCADO FRESCO, PAMPANO"
632,8.0,103.0,0.0,2.59,21.1,"PESCADO FRESCO, PARGO"
633,8.0,89.0,0.0,1.0,20.0,"PESCADO FRESCO, ROBALO"
634,8.0,88.0,0.0,1.59,18.47,"PESCADO FRESCO, SARGO"
635,8.0,203.0,0.0,2.75,19.4,"PESCADO FRESCO, SIERRA"
636,8.0,163.0,0.0,1.67,18.3,"PESCADO FRESCO, TRUCHA"
637,8.0,304.0,1.25,3.13,65.56,"PESCADO SECO, PROMEDIO"
638,8.0,290.0,0.0,2.37,62.82,"PESCADO SECO, BACALAO"
639,8.0,318.0,2.5,3.9,68.3,"PESCADO SECO, CHARALES"
640,8.0,59.0,0.0,0.32,12.6,PULPO CRUDO
641,8.0,156.0,0.0,5.57,26.48,SALMON COCIDO
642,8.0,302.0,0.0,23.9,21.7,SALMON EN ACEITE (INDUSTRIALIZADO)
643,8.0,131.0,0.0,4.69,22.25,SALMON FRESCO
644,8.0,290.0,0.6,23.6,18.8,SARDINAS EN ACEITE (INDUSTRIALIZADO)
645,8.0,121.29,1.7,15.4,12.23,SARDINAS EN TOMATE (INDUSTRIALIZADO)
646,8.0,99.0,6.85,0.9,15.18,SURIMI
647,8.0,89.0,0.0,0.5,19.8,"TORTUGA, CARNE FRESCA"
648,9.0,209.0,4.68,16.05,11.42,BOLONIA DE PAVO (EMBUTIDO)
649,9.0,455.0,1.86,38.27,24.1,CHORIZO DE CERDO
650,9.0,256.46,4.06,20.31,14.42,CHORIZO DE PAVO
651,9.0,263.64,4.16,19.97,16.1,CHORIZO Y LONGANIZA PROMEDIO
652,9.0,179.23,4.52,12.1,14.78,"EMBUTIDO PROMEDIO (SALCHICHA, JAMON Y MORTADELA, DE CERDO Y RES)"
653,9.0,298.0,0.6,26.0,15.4,JAMON DE CERDO
654,9.0,123.0,0.4,5.1,18.9,JAMON DE PAVO
655,9.0,250.0,6.0,20.0,12.0,"JAMON ENDIABLADO, INDUSTRIALIZADO"
656,9.0,210.5,0.5,15.55,17.15,"JAMON PAVO Y CERDO, PROMEDIO"
657,9.0,264.42,0.82,11.07,29.95,JAMON SERRANO
658,9.0,413.0,1.02,40.29,11.69,LONGANIZA DE CERDO
659,9.0,156.55,2.52,11.1,11.42,LONGANIZA DE POLLO
660,9.0,176.0,1.28,12.9,13.8,MORONGA
661,9.0,307.0,3.1,25.4,16.4,MORTADELA
662,9.0,209.0,4.68,16.05,11.42,PASTEL DE PAVO
663,9.0,320.0,1.5,28.0,14.2,"PATE (HIGADO NO ESPECIFICADO), INDUSTRIALIZADO"
664,9.0,158.0,4.65,8.75,15.05,PECHUGA DE PAVO AHUMADA EMBUTIDO
665,9.0,155.0,0.47,8.08,18.79,PECHUGA DE PAVO EMBUTIDO
666,9.0,339.03,10.3,24.94,19.09,PEPPERONI
667,9.0,157.0,0.0,10.9,13.83,QUESO DE PUERCO
668,9.0,321.43,0.71,24.29,25.0,SALAMI (CERDO Y RES)
669,9.0,269.0,0.28,23.68,15.27,SALCHICHA DE CERDO
670,9.0,165.09,9.72,9.99,9.74,SALCHICHA DE PAVO
671,9.0,342.0,3.63,30.64,12.05,SALCHICHA DE PAVO Y PUERCO
672,9.0,327.0,4.61,28.22,12.9,SALCHICHA DE RES
673,9.0,532.0,0.0,57.5,3.7,TOCINO DE PUERCO
674,10.0,21.45,2.5,1.07,0.43,ALIMENTO LIQUIDO DE ALMENDRAS
675,10.0,35.5,75.0,2.25,3.1,"BEBIDAS DE SOYA (TIPO ADES-ALMENDRA), SIN AZÚCAR AÑADIDO, INDUSTRIALIZADA 946mL"
676,10.0,22.9,4.3,0.4,0.6,"BEBIDAS DE SOYA (TIPO ADES-CON JUGO DE FRUTA, VARIOS SABORES), ENDULZADA, INDUSTRIALIZADA 946mL"
677,10.0,48.25,3.82,2.24,3.24,"BEBIDAS DE SOYA (TIPO ADES-FRAPPÉ DE COCO), ENDULZADA, INDUSTRIALIZADA 946mL"
678,10.0,52.0,0.73,0.17,10.9,CLARA DE HUEVO
679,10.0,55.0,10.4,0.9,1.4,CLUB CHAMBURSY LIGHT YOGURT DE FRESA
680,10.0,326.58,2.97,33.48,3.25,CREMA ACIDA DE LECHE DE VACA (TIPO ALPURA Y LALA)
681,10.0,169.54,5.86,14.82,3.52,"CREMA DE LECHE DE VACA, REDUCIDA EN GRASA O LIGHT"
682,10.0,574.73,50.0,41.25,0.87,"CREMA DE LECHE, EN POLVO"
683,10.0,219.47,3.85,21.77,2.2,CREMA DULCE DE LECHE DE VACA (TIPO MEDIACREMA)
684,10.0,206.84,4.19,19.97,2.59,CREMA PROMEDIO
685,10.0,203.98,12.94,2.35,3.26,DANONINO
686,10.0,72.11,14.11,1.44,0.67,"DANONINO O SIMILAR, DANONINO BEBIBLE 170g"
687,10.0,65.79,10.25,1.4,3.07,FERMENTADO LACTEO TIPO ACTIMEL Y SVELTY GASTROPROTECT
688,10.0,23.88,5.52,1.0,2.2,"FORMULA LACTEA LIGHT, FLUIDA"
689,10.0,158.0,0.41,11.09,13.05,HUEVO DE CODORNIZ
690,10.0,158.44,0.41,11.09,13.05,HUEVO DE CODORNIZ
691,10.0,143.0,0.72,9.51,12.56,HUEVO DE GALLINA (ENTERO)
692,10.0,185.0,1.35,13.27,13.87,HUEVO DE GANSA
693,10.0,218.0,4.3,15.2,14.9,HUEVO DE IGUANA
694,10.0,189.0,1.4,14.05,13.0,HUEVO DE PATA
695,10.0,171.0,1.15,11.95,13.39,HUEVO DE PAVA
696,10.0,115.0,0.9,6.3,12.6,HUEVO DE TORTUGA
697,10.0,590.0,4.03,41.86,46.13,HUEVO DESHIDRATADO
698,10.0,155.0,1.12,10.61,12.58,HUEVO DURO
699,10.0,196.0,0.83,14.84,13.61,"HUEVO ENTERO COCINADO, FRITO"
700,10.0,322.0,3.59,26.54,15.86,"HUEVO, YEMA"
701,10.0,172.9,5.83,11.66,11.16,JOCOQUE
702,10.0,93.7,14.57,2.84,2.78,"LECHE CON AZUCAR (U OTRO ENDULZANTE CON CALORIAS), PREPARACION ESTANDARIZADA"
703,10.0,63.64,8.2,2.07,2.98,"LECHE CON CAFE O CHOCOLATE, INDUSTRIALIZADA"
704,10.0,90.08,12.63,3.05,3.1,"LECHE CON CHOCOLATE, PREPARACION ESTANDARIZADA"
705,10.0,343.0,50.0,9.0,15.5,"LECHE CON FIBRA (TIPO SVELTY ACTIFIBRA), EN POLVO"
706,10.0,240.0,40.0,4.0,8.0,LECHE DE ALPISTE
707,10.0,54.0,6.1,2.4,2.0,"LECHE DE BURRA, FLUIDA"
708,10.0,27.8,3.0,1.75,0.1,LECHE DE COCO
709,10.0,44.0,3.61,1.94,3.08,"LECHE DE SOYA, FLUIDA"
710,10.0,333.5,60.0,1.5,20.0,"LECHE DESCREMADA, EN POLVO"
711,10.0,359.0,51.9,0.8,36.1,"LECHE DESCREMADA, EN POLVO CON VIT. A"
712,10.0,93.0,9.0,3.7,5.8,"LECHE DESCREMADA, EVAPORADA"
713,10.0,428.33,51.16,14.33,23.83,LECHE DESLACTOSADA EN POLVO
714,10.0,57.0,4.5,3.0,3.0,"LECHE DESLACTOSADA ENTERA, FLUIDA"
715,10.0,34.05,4.45,0.48,2.96,"LECHE DESLACTOSADA LIGHT, FLUIDA"
716,10.0,69.0,4.4,4.1,3.6,"LECHE ENTERA DE CABRA, FLUIDA"
717,10.0,108.73,17.54,2.97,2.95,LECHE ENTERA EN POLVO CON CHOCOLATE
718,10.0,69.0,5.2,3.8,3.4,"LECHE ENTERA HERVIDA, FLUIDA"
719,10.0,60.49,4.9,3.16,3.1,"LECHE ENTERA PASTEURIZADA O CRUDA, FLUIDA"
720,10.0,493.33,39.0,26.0,26.0,"LECHE ENTERA, EN POLVO"
721,10.0,109.6,10.9,4.0,7.5,"LECHE ENTERA, EVAPORADA"
722,10.0,494.0,39.0,26.0,26.0,"LECHE LICONSA FORTIFICADA TENUTRE, EN POLVO"
723,10.0,421.0,47.0,13.0,29.0,"LECHE LICONSAFORTIFICADA TENUTRE, FLUIDA"
724,10.0,49.04,4.75,2.36,3.05,LECHE LICONSA PROMEDIO
725,10.0,35.6,4.8,0.48,3.0,"LECHE LICONSA REDUCIDA EN GRASA, FLUIDA"
726,10.0,40.67,5.76,0.65,3.02,LECHE LIGHT (PROMEDIO)
727,10.0,113.25,11.41,4.6,6.42,"LECHE LIGHT, EVAPORADA (CARNATION LIGHT)"
728,10.0,35.56,4.89,0.42,3.03,"LECHE LIGHT, FLUIDA"
729,10.0,72.8,7.18,4.56,1.07,LECHE MATERNA
730,10.0,444.44,60.0,16.0,15.0,LECHE NIDO KINDER
731,10.0,507.69,51.28,27.69,13.84,"LECHE NURSOY (DE SOYA), EN POLVO"
732,10.0,76.54,12.88,1.82,2.14,"LECHE SABORIZADA (CHOCOLATE, FRESA, VAINILLA), FLUIDA"
733,10.0,54.56,7.17,1.54,2.95,LECHE SABORIZADA ALPURA VAQUITAS 250mL
734,10.0,58.78,9.66,1.02,2.71,LECHE HERSHEY'S COOKIES 'N' CREME 236 ML
735,10.0,73.27,11.46,1.74,2.95,LECHE SABORIZADA SANTA CLARA TODOS SABORES- ENVASE DE PLÁSTICO 240mL
736,10.0,74.3,11.74,1.75,2.91,LECHE SABORIZADA SANTA CLARA TODOS SABORES-TETRAPACK 240mL
737,10.0,47.5,4.75,1.62,3.04,"LECHE SEMIDESCREMADA, FLUIDA"
738,10.0,50.83,4.79,2.12,3.12,"LECHE SIN COLESTEROL, FLUIDA"
739,10.0,47.8,8.8,0.2,2.7,"LECHE SVELTY, HIDRATADA (FLUIDA)"
740,10.0,404.16,55.94,11.55,19.05,"LECHE SVELTY, POLVO"
741,10.0,62.19,4.79,3.42,3.13,"LECHE, ALPURA"
742,10.0,46.48,4.65,1.74,3.03,"LECHE, ALPURA DESLACTOSADA"
743,10.0,42.19,5.04,1.0,3.25,"LECHE, ALPURA LIGHT"
744,10.0,60.62,4.65,3.31,3.03,"LECHE, FRESCA DE VACA"
745,10.0,60.9,4.8,3.24,3.12,"LECHE, LALA"
746,10.0,50.05,5.47,1.55,3.53,"LECHE, LALA EXTRA CALCIO DESLACTOSADA"
747,10.0,36.0,4.8,0.48,3.21,"LECHE, LALA LIGHT DESLACTOSADA"
748,10.0,56.14,5.35,2.91,2.13,"LECHE, NUTRILECHE"
749,10.0,61.4,5.6,3.0,3.0,"LECHE, SANTA CLARA"
750,10.0,131.0,4.3,11.5,3.13,MEDIA CREMA
751,10.0,340.0,2.84,36.08,2.84,NATA DE LECHE
752,10.0,307.12,3.67,23.66,19.84,QUESO (PROMEDIO)
753,10.0,374.0,4.63,29.34,25.07,QUESO AÑEJO TIPO COTIJA
754,10.0,356.0,2.87,23.0,24.0,QUESO ASADERO
755,10.0,353.0,2.34,28.74,21.4,QUESO BLUE CHEESE
756,10.0,334.0,0.45,27.68,20.75,QUESO BRIE
757,10.0,334.0,0.45,27.68,20.75,QUESO BRIE
758,10.0,301.46,5.39,23.36,17.6,QUESO CAMEMBERT
759,10.0,393.24,1.85,32.31,23.71,QUESO CHEDDAR
760,10.0,173.0,1.91,7.0,24.35,QUESO CHEDDAR BAJO EN GRASA
761,10.0,398.0,1.91,32.62,24.35,QUESO CHEDDAR BAJO EN SODIO
762,10.0,337.61,2.48,27.33,20.41,QUESO CHIHUAHUA
763,10.0,89.89,2.63,3.63,11.22,QUESO COTTAGE
764,10.0,76.0,4.2,1.2,12.1,QUESO COTTAGE BAJO EN GRASA
765,10.0,296.83,4.75,29.25,6.37,QUESO CREMA
766,10.0,193.33,7.66,12.99,11.33,"QUESO CREMA O AMERICANO (AMARILLO), LIGHT"
767,10.0,265.0,3.88,21.49,14.21,QUESO FETA
768,10.0,292.43,6.31,20.7,15.43,QUESO FRESCO DE CABRA
769,10.0,361.52,1.12,29.44,21.89,QUESO GOUDA
770,10.0,413.0,0.36,32.34,29.81,QUESO GRUYERE
771,10.0,400.0,8.1,26.0,35.5,QUESO HOLANDES
772,10.0,332.44,0.86,27.0,21.5,QUESO MANCHEGO
773,10.0,293.22,3.32,21.2,22.33,QUESO MOZZARELLA
774,10.0,280.11,3.41,20.75,20.79,QUESO OAXACA
775,10.0,217.5,2.0,13.5,22.0,QUESO OAXACA LIGHT
776,10.0,320.2,5.36,22.49,19.51,"QUESO PANELA O FRESCO, DE VACA"
777,10.0,392.85,3.35,27.34,33.07,QUESO PARMESANO (DURO)
778,10.0,420.0,13.91,27.84,28.42,QUESO PARMESANO RALLADO
779,10.0,376.0,1.6,31.2,22.2,QUESO PASTEURIZADO AMERICANO (FORTIFICADO CON VITAMINA D)
780,10.0,334.0,2.1,25.01,24.73,QUESO PASTEURIZADO SUIZO
781,10.0,300.0,4.2,29.2,1.5,QUESO PHILADELPHIA
782,10.0,375.0,1.73,31.2,22.13,QUESO PIMIENTO
783,10.0,351.0,2.14,26.62,25.58,QUESO PROVOLONE
784,10.0,150.0,7.27,10.18,7.54,QUESO RICOTTA
785,10.0,138.0,5.14,7.91,11.39,QUESO RICOTTA BAJO ENGRASA
786,10.0,374.0,3.4,27.4,28.4,QUESO SUIZO
787,10.0,278.0,2.5,18.0,26.5,QUESO TIPO PANELA SEMIBLANDO OREADO
788,10.0,366.5,1.0,31.3,20.25,QUESO TIPO ROQUEFORT
789,10.0,161.0,10.0,8.0,12.3,REQUESON (PROMEDIO)
790,10.0,45.33,7.66,0.38,2.86,SOFUL PARA BEBER (TODOS SABORES)
791,10.0,45.33,7.66,0.38,2.86,"SOFUL, TIPO YOGURT (TODOS SABORES)"
792,10.0,68.75,15.87,0.05,1.25,YAKULT
793,10.0,37.5,10.5,0.05,1.25,YAKULT 40 LT LIGHT (SIN AZUCAR)
794,10.0,73.0,5.5,4.0,3.8,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, ALPURA YOGUR NATURAL SIN AZUCAR 150g"
795,10.0,46.4,7.88,0.0,3.68,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, LALA YOGUR NATURAL LIGHT 220g"
796,10.0,61.36,4.32,1.52,7.6,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALÍNEA GRIEGO NATURAL 125g"
797,10.0,69.39,7.65,1.33,6.69,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALÍNEA GRIEGO TODOS LOS SABORES 125g"
798,10.0,56.8,7.12,1.44,3.84,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALINEA SÓLIDO NATURAL 900g"
799,10.0,53.92,7.04,2.19,3.55,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALINEA SÓLIDO TODOS LOS SABORES 900g"
800,10.0,87.0,13.6,1.7,2.5,"YOGUR DE VASO CON PROBIÓTICOS, ACTIVIA (CIRUELA PASA 900 G)"
801,10.0,84.0,12.7,2.6,2.4,"YOGUR DE VASO CON PROBIÓTICOS, ACTIVIA (FRESA 900 G)"
802,10.0,84.0,10.6,3.12,3.28,"YOGUR DE VASO CON PROBIÓTICOS, ACTIVIA (NATURAL 900 G)"
803,10.0,102.92,16.99,2.67,2.83,"YOGUR DE VASO ENTERO CON FRUTAS, ALPURA (CON FRUTAS, 145g)"
804,10.0,89.0,13.0,2.0,3.7,"YOGUR DE VASO ENTERO CON FRUTAS, LALA (CEREAL, 1Kg)"
805,10.0,96.8,15.04,2.48,3.52,"YOGUR DE VASO ENTERO CON FRUTAS, LALA (CEREALES, 205g)"
806,10.0,691.2,15.68,2.32,3.12,"YOGUR DE VASO ENTERO CON FRUTAS, LALA (CREMOSO, FRESA, 125g)"
807,10.0,93.28,16.4,1.6,3.32,"YOGUR DE VASO ENTERO CON FRUTAS, SANTA CLARA (MORA AZUL - 125g)"
808,10.0,55.0,5.0,0.41,4.5,"YOGUR DE VASO ENTERO CON FRUTAS, SVELTY (YOGUR BATIDO O% GRASAS Y AZÚCAR) NATURAL"
809,10.0,55.0,8.3,0.37,4.5,"YOGUR DE VASO ENTERO CON FRUTAS, SVELTY (YOGUR BATIDO O% GRASAS Y AZÚCAR) TODOS LOS SABORES"
810,10.0,86.96,11.91,3.04,3.48,"YOGUR DE VASO ENTERO NATURAL, LALA (DESLACTOSADO, 900 g)"
811,10.0,37.33,4.44,1.02,2.53,"YOGUR PARA BEBER BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, SVELTY 0% GRASA, TODOS LOS SABORES 225g"
812,10.0,37.33,4.53,1.02,2.53,"YOGUR PARA BEBER BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, SVELTY BEBIBLE FIGURA O% 225g"
813,10.0,41.34,5.71,0.97,2.44,"YOGUR PARA BEBER BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALÍNEA TODOS LOS SABORES 217g"
814,10.0,34.0,4.0,0.4,2.9,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL FRESA 0% (100g)"
815,10.0,79.0,12.7,1.5,2.9,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL MULTI FRUTAS (100g)"
816,10.0,73.0,10.8,1.6,3.0,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL NATURAL (100g)"
817,10.0,28.0,3.3,0.1,2.8,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL NATURAL 0% (100g)"
818,10.0,60.4,8.74,1.28,2.88,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL TODOS SABORES (100g)"
819,10.0,70.4,12.0,1.6,2.5,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (NATURAL 225g)"
820,10.0,78.29,13.59,1.59,2.41,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (SEMILLAS SELECTAS, TODOS SABORES 225g)"
821,10.0,44.3,5.2,1.5,2.6,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (SIN AZUCAR SABOR CIRUELA PASA 225g)"
822,10.0,81.8,14.7,1.5,2.4,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (TODOS LOS SABORES 225g)"
823,10.0,80.17,15.04,1.33,2.0,"YOGUR PARA BEBER CON PROBIÓTICOS, BENEGASTRO (NATURAL 240g)"
824,10.0,379.17,13.17,1.33,2.75,"YOGUR PARA BEBER CON PROBIÓTICOS, BIO4 (FRESA, 120g)"
825,10.0,75.83,13.17,1.33,2.75,"YOGUR PARA BEBER CON PROBIÓTICOS, BIO4 (NATURAL, 110g)"
826,10.0,80.6,14.4,1.46,2.44,"YOGUR PARA BEBER CON PROBIÓTICOS, BIO4 BALANCE (TODOS LOS SABORES 250g)"
827,10.0,65.79,10.26,1.4,3.07,"YOGUR PARA BEBER CON PROBIÓTICOS, GASTRO PROTECT (NATURAL, 228g)"
828,10.0,67.9,10.0,1.0,3.0,"YOGUR PARA BEBER CON PROBIÓTICOS, SVELTY GASTRO PROTECT (NATURAL, 221g)"
829,10.0,78.67,13.44,1.6,2.44,"YOGUR PARA BEBER ENTERO CON FRUTA, ALPURA BEBIBLE (CON FRUTAS-DURAZNO, 250g)"
830,10.0,78.9,12.6,1.3,1.7,"YOGUR PARA BEBER ENTERO CON FRUTA, DANUP Q-KIS CREMOSO 220g"
